Video name,Video link,Video post date,Creator username,GMV,Affiliate items sold ,Affiliate shoppable video GMV,Shoppable video avg. order value,Est. commission,Est. flat fee,Affiliate orders,Shoppable video impressions,Affiliate CTR,Shoppable video GPM,Affiliate items refunded,Affiliate refunded GMV,Shoppable video comments,Shoppable video likes
"The Colorgram Blur Tint gives you a weightless, moisture-infused matte finish that stays comfy and vibrant all day. It’s smudge-proof, transfer-resistant, and non-sticky with a soft-focus blur effect that smooths lips beautifully. @COLORGRAM OFFICIAL #colorgram #blurtint #lipstick #fyp #fypシ゚viral #matte #perfectred #redlipstick ",https://www.tiktok.com/@shopthistok/video/7524173152918785310,2025-07-06,shopthistok,0,0,0,--,0,--,0,137,11.11%,0,0,0,0,2
"This tint melts into your lips and smooths everything out—no liner, no fuss. Shop the Nude Blur Tint before your shade disappears 🫢💄 #Colorgram #MLBB #LipTintMagic #BlurringTint #TikTokBeautyHack #SoftGirlLook #KBeautyLips#dealsforyoudays ",https://www.tiktok.com/@jenn__amoroso/video/7524304903762677047,2025-07-07,jenn__amoroso,0,0,0,--,0,--,0,76,4.00%,0,0,0,1,1
"@COLORGRAM OFFICIAL Lol as the only woman in office the guys always give me a hard time for making videos / yet they also always try to hop in them haha. I’ve been using these TikTok Shop finds for two weeks now and I’m genuinely impressed. The lip stain gives me the perfect sunkissed lips that actually last all day, and the blush melts into my skin like butter—it’s giving effortless island girl makeup with that soft, glowy makeup finish. I’ve tried so many summer makeup combos, but this lip combo with the fruity glass tint and nude blur tint from Colorgram is it. It’s that glow-up moment I didn’t know I needed. If you’re shopping Amazon beauty this week, these are truly primeday must-haves.",https://www.tiktok.com/@www.hannahcarroll.com/video/7524357039242431757,2025-07-07,www.hannahcarroll.com,0,0,0,--,0,--,0,381,0.50%,0,0,0,5,25
its literally so smooth and lasts long #colorgram #fruityglasstint #kbeauty #wonyoungism #fypシ ,https://www.tiktok.com/@zerosy.he4rts/video/7524466505354890509,2025-07-07,zerosy.he4rts,0,0,0,--,0,--,0,640,2.62%,0,0,0,3,43
@COLORGRAM OFFICIAL cute little eyeshadow palette 🫶🏻🥹🩷 #colorgram #kbeauty #kbeautymakeup #kmakeup #kmakeuptutorial #kmakeupproducts #makeupproducts #tiktokshop #tiktokshopfinds #kbeautyfinds ,https://www.tiktok.com/@palinda333/video/7524788242445536525,2025-07-08,palinda333,0,0,0,--,0,--,0,277,6.73%,0,0,0,0,11
"This juicy gloss just landed in the U.S. and there’s already less than 80 units sold 👀🍓 The Colorgram Fruity Glass Tint gives plump, glassy lips without the stickiness — and TikTok is already on it. If you love that soft, juicy K-beauty look... don’t wait. 💋 Which shade would you grab? 👇 @COLORGRAM OFFICIAL  #ColorgramTint #FruityGlassTint #PlumpAndGlossy #JuicyLipsOnly #KBeautyInTheUS #ViralLipFind #TikTokBeautyFinds #GlossGoals #LipTintAddict #NewDropAlert #GlassyLipsVibes #LipTok #MakeupUnder30 #DealsForYouDays #LipTrendWatch #LessThan80Left #KoreanMakeupLove",https://www.tiktok.com/@veronikaroma/video/7524794896541158687,2025-07-08,veronikaroma,0,0,0,--,0,--,0,193,0.98%,0,0,0,4,16
i love the gloss sm! #colorgram #colorgramfruityglasstint #fruityglasstint #colorgramgloss #kbeauty #wonyoungism #fypシ ,https://www.tiktok.com/@zerosy.he4rts/video/7524804734377577742,2025-07-08,zerosy.he4rts,0,0,0,--,0,--,0,870,4.65%,0,0,0,3,80
@COLORGRAM OFFICIAL Lip Jam 🥮💓  . #fypシ #makeup #beauty #tiktokshop #colorgram ,https://www.tiktok.com/@deemiirbeauty_/video/7524806283195616542,2025-07-08,deemiirbeauty_,0,0,0,--,0,--,0,270,3.85%,0,0,0,0,6
Glossy Pink Lip Combo💖🌸🎀 #lipcombo #fyp #tiktokshop #pink #glossylips ,https://www.tiktok.com/@frafrizzy.xo/video/7526177148294450487,2025-07-12,frafrizzy.xo,0,0,0,--,0,--,0,692,7.53%,0,0,0,0,13
how will i go viral now???? 😩😩😩 #fyp #foryou #foryoupage #viral #viralvideo ,https://www.tiktok.com/@ham.choi/video/7526204227429879071,2025-07-12,ham.choi,0,0,0,--,0,--,0,442,0.95%,0,0,0,0,5
its just 💣💣💣💣 @COLORGRAM OFFICIAL @colorgram_official  #blur #tint #lipcombo #favorite #lip #lipstick #makeup #recommendations #nudelip ,https://www.tiktok.com/@ilovepicklejam/video/7526208149590773023,2025-07-12,ilovepicklejam,0,0,0,--,0,--,0,613,1.58%,0,0,0,1,9
COLOR GLAM NUDE BLUR TINT LIPPIE ✨️ korean skincare formulated lippie nude blur tint ♥️  #tiktokshopcreatorpicks #tiktokmademebuyit #tiktokdealsforyoudays #liptints #koreanskincareproducts❤️ #nudelip ,https://www.tiktok.com/@light.love.looks/video/7527014482300751135,2025-07-14,light.love.looks,0,0,0,--,0,--,0,284,0.36%,0,0,0,2,2
These fruity glass tint lip glosses from @COLORGRAM OFFICIAL  are definitely a must have for that perfect summer makeup ✨thank you @4AM Marketing – Saebyeok Naesi for sending me these ❤️ #sunkissedmakeup #summermakeup #colorgram #fypシ゚viral ,https://www.tiktok.com/@ronniee.xo/video/7527079474878336287,2025-07-14,ronniee.xo,0,0,0,--,0,--,0,306,1.24%,0,0,0,0,10
Pink lip combo🌸✨💝🎀 #lipcombo #pink #liptint #glossy #fyp #tiktokshop ,https://www.tiktok.com/@frafrizzy.xo/video/7527341799552109838,2025-07-15,frafrizzy.xo,0,0,0,--,0,--,0,267,1.80%,0,0,0,5,11
Lip combo for today🥰 @COLORGRAM OFFICIAL  . . . #fyp #lipplumper #lipgloss #viral #lipcombo #lipstick #lips #makeup #makeuproutine ,https://www.tiktok.com/@__.christiana._/video/7527366654620192030,2025-07-15,__.christiana._,0,0,0,--,0,--,0,527,0.55%,0,0,0,6,18
Korean skincare in a lippie Color glam nude blur tint lippie shade 3 has my lips feeling and looking so beautiful 😍 #colorglam #lippie #liptints ,https://www.tiktok.com/@light.love.looks/video/7527982634119613727,2025-07-17,light.love.looks,0,0,0,--,0,--,0,137,2.67%,0,0,0,1,3
,https://www.tiktok.com/@dash6242/video/7528109667130543373,2025-07-17,dash6242,0,0,0,--,0,--,0,584,1.17%,0,0,0,4,10
#cosduck #colorgram #oliveyoung #kbeauty #girly @COLORGRAM OFFICIAL #tiktokshop #ad  ,https://www.tiktok.com/@kristy042015/video/7528245214356442399,2025-07-17,kristy042015,0,0,0,--,0,--,0,59,2.90%,0,0,0,2,5
It’s a solid 9.5/10 only because I have long nails and there’s no applicator #fyp #beauty #tiktokshop #freesample ,https://www.tiktok.com/@jorbibob/video/7528277231358037262,2025-07-17,jorbibob,0,0,0,--,0,--,0,313,0.30%,0,0,0,0,4
Yeah I’m a busy woman #fyp ,https://www.tiktok.com/@jorbibob/video/7528490157037604110,2025-07-18,jorbibob,0,0,0,--,0,--,0,147,0.66%,0,0,0,2,3
#ad #tiktokshop #cosduck #colorgram #oliveyoung #kbeauty #girly @COLORGRAM OFFICIAL ,https://www.tiktok.com/@kristy042015/video/7528555405094571294,2025-07-18,kristy042015,0,0,0,--,0,--,0,68,2.53%,0,0,0,4,7
The prettiest lipglosd from @COLORGRAM OFFICIAL ❤️ #sunkissedlips #sunkissedmakeup #summervibes #islandgirlmakeup #glowup #glowymakeup #summermakeup #lipcombo #lipstain #colorgram #colorgramgirls #colorgramglowup #colorgramliptint #fruityglasstint #nudeblurtint #glosstostain @4AM Marketing – Saebyeok Naesi ,https://www.tiktok.com/@emilycheng02/video/7528686927885683981,2025-07-18,emilycheng02,0,0,0,--,0,--,0,376,0.51%,0,0,0,0,6
COLORGRAM Red Bomb Collection let's review this collection together from @COLORGRAM OFFICIAL what do we think of this collection!?  #cosduck #oliveyoung #colorgram #kbeauty #onecolordualtexture #glowdesigning #inmypocketitem #colorgram #colorgramredbombcollection #colorgramliptint #colorgrammakeup #makeup #makeupreview #kbeautymakeup #beauty #beautytok #beautyreview #beautyreviews #kbeautymakeup #mombeauty #mom #momsoftiktok #momlife #momtok #momcontent #momcontentcreator #momblogger #mominfluencer #mombeauty #review #fyp #fypシ #fypシ゚viral #viral #viralvideo #blowthisup  #Ad #TikTokShop #tiktokshopfinds  #CapCut ,https://www.tiktok.com/@dominiquergallardo/video/7528689008025619743,2025-07-18,dominiquergallardo,0,0,0,--,0,--,0,340,3.07%,0,0,0,13,21
#colorgram #eyeshadow #travelsize ,https://www.tiktok.com/@marzillia/video/7528773323665329421,2025-07-19,marzillia,0,0,0,--,0,--,0,181,4.17%,0,0,0,1,3
#cosduck #colorgram #oliveyoung #kbeauty #watertint @COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7528853262641007903,2025-07-19,zeevill3656,0,0,0,--,0,--,0,256,0.78%,0,0,0,0,3
#cosduck #colorgram #oliveyoung #kbeauty #watertint@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7528855406546881822,2025-07-19,zeevill3656,0,0,0,--,0,--,0,284,0.34%,0,0,0,0,3
#fyp #blush#lipblur#liptint#glassliptint#lipstick#lipcolors#blushes#blusher#redbomb #colorgramliptint #lipcombotutorial ,https://www.tiktok.com/@virginiareiter1/video/7528880433447128350,2025-07-19,virginiareiter1,0,0,0,--,0,--,0,297,8.06%,0,0,0,3,12
@COLORGRAM OFFICIAL  #cosduck #oliveyoung #colorgram #kbeauty #tiktokshopsummersale #dealsforyoudays #fyp #summer #summervibes ,https://www.tiktok.com/@groovygal1972/video/7528887812154789150,2025-07-19,groovygal1972,0,0,0,--,0,--,0,44,4.76%,0,0,0,3,4
#kbeautymakeup #colorgram #lipcare #lipgloss ,https://www.tiktok.com/@veritas.julezop/video/7528890383275789599,2025-07-19,veritas.julezop,0,0,0,--,0,--,0,273,2.37%,0,0,0,0,4
@COLORGRAM OFFICIAL  #cosduck #colorgram #oliveyoung #kbeauty #affordablemakeup #beauty #lips #plumplips #dealsforyoudays #tiktokshopsummersale #summer #summervibes #fyp ,https://www.tiktok.com/@groovygal1972/video/7528890784230247710,2025-07-19,groovygal1972,0,0,0,--,0,--,0,74,0.00%,0,0,0,1,3
#lipcolor #colorgram #KoreanMakeup #TikTokShopBeauty ,https://www.tiktok.com/@veritas.julezop/video/7528891165085535519,2025-07-19,veritas.julezop,0,0,0,--,0,--,0,461,0.81%,0,0,0,0,1
#lipcolor #colorgram #KoreanMakeup #TikTokShopBeauty ,https://www.tiktok.com/@veritas.julezop/video/7528891270094245150,2025-07-19,veritas.julezop,0,0,0,--,0,--,0,284,1.63%,0,0,0,0,3
loveee,https://www.tiktok.com/@ferrsfinsta/video/7528916841511669022,2025-07-19,ferrsfinsta,0,0,0,--,0,--,0,18,0.00%,0,0,0,0,0
COLORGRAM FRUITY GLOSS LIPGLOSS @COLORGRAM OFFICIAL  . . .#tiktokshopcreatorpicks #dealsforyoudays #lipgloss ,https://www.tiktok.com/@marnigoldshop/video/7528959992427236621,2025-07-19,marnigoldshop,0,0,0,--,0,--,0,201,3.47%,0,0,0,0,10
#ad @COLORGRAM OFFICIAL I love this highlighter! Is so cute and travel friendly!! 🩷 #cosduck #colorgram #oliveyoung #kbeauty #cutemakeup ,https://www.tiktok.com/@palinda333/video/7528965582079741198,2025-07-19,palinda333,0,0,0,--,0,--,0,248,2.56%,0,0,0,0,3
@COLORGRAM OFFICIAL #cosduck #colorgram #oliveyoung #kbeauty #affordablemakeup #ad #tiktokshop ,https://www.tiktok.com/@katie_rosee_/video/7528972003957591310,2025-07-19,katie_rosee_,0,0,0,--,0,--,0,129,2.24%,0,0,0,0,1
@COLORGRAM OFFICIAL #cosduck #colorgram #oliveyoung #lipjam #kbeauty #ad #tiktokshop ,https://www.tiktok.com/@katie_rosee_/video/7528981302033353998,2025-07-19,katie_rosee_,0,0,0,--,0,--,0,139,0.69%,0,0,0,0,4
@COLORGRAM OFFICIAL #cosduck #colorgram #oliveyoung #kbeauty #blush #ad #tiktokshop ,https://www.tiktok.com/@katie_rosee_/video/7528984528178760973,2025-07-19,katie_rosee_,0,0,0,--,0,--,0,266,4.58%,0,0,0,1,6
These feel so nostalgic to me 💖💖💖@COLORGRAM OFFICIAL  #colorgram #koreanlipcare  #colorgrammakeup  #colorgramliptint #lippiescollection ,https://www.tiktok.com/@soulmutherllc/video/7529160043925605663,2025-07-20,soulmutherllc,0,0,0,--,0,--,0,99,0.00%,0,0,0,0,1
"Obviously such a bright pink isn't so ""natural"" but it stays on like it could be,  dang  #colorgram #colorgramliptint  #liptintstain  #fruitywatertint  #lippiescollection ",https://www.tiktok.com/@soulmutherllc/video/7529240454550916382,2025-07-20,soulmutherllc,0,0,0,--,0,--,0,44,0.00%,0,0,0,0,1
I used the @COLORGRAM OFFICIAL aegyo sal pencil in shade 03!! 🫶🏻🩷 #aegyosal #aegyosalmakeup #aegyosaltutorial #kbeauty #kbeautyproducts #kbeautymakeup #kmakeup ,https://www.tiktok.com/@palinda333/video/7529247967950195982,2025-07-20,palinda333,0,0,0,--,0,--,0,380,0.28%,0,0,0,0,7
Not me using the aegyo sal as prop #aegyosal #aegyosalmakeup ,https://www.tiktok.com/@palinda333/video/7529249264585788686,2025-07-20,palinda333,0,0,0,--,0,--,0,296,0.33%,0,0,0,0,5
"soft, smooth, hydrated, juicy, plump LIPS... gimmie them ALLLLLL 🫦🥹🫶  @COLORGRAM OFFICIAL  #cosduck #colorgram #oliveyoung #kbeauty #juicylip #ad #lipcare #lipbalm #lipgloss #juicylips #plumplips #lippies #lipbalms #koreanskincare #koreanmakeup #tintedlipbalm #tintedlipgloss #tinted #lipjam #lips #lip #makeup #makeuptok #cosmetics #smoothlips #softlips #hydratedlips #lipexfoliation #DealsForYouDays #tiktokshopbacktoschool #US #Fyp #Colorgramtintindorylipjam #colorgramliptint #liptint ",https://www.tiktok.com/@hannahmarie_sahm/video/7529252083489459487,2025-07-20,hannahmarie_sahm,0,0,0,--,0,--,0,310,2.36%,0,0,0,14,17
"Brighten your pout with COLORGRAM Juicy Tint – a burst of vibrant, water-based color that delivers juicy, kissable lips with a lightweight, non-sticky finish. Infused with refreshing botanical extracts, it glides on smoothly for a sheer yet buildable wash of color that enhances your natural beauty. Perfect for effortless everyday glam or a subtle pop of shade! 💧 Light, hydrating tint formula 🍓 Buildable, juicy color payoff 🌿 Feels weightless & nourishing 💋 Ideal for natural, everyday wear #COLORGRAMJuicyTint #JuicyLips #TintedBeauty #EverydayLipColor #HydratingTint #EffortlessGlam #FreshLipLook #NaturalTint #LipCareBeauty #ColorPop #BareBeauty #KBeautyInspired #TintLove #LipGoals #SoftAndShiny @cosduck_official @COLORGRAM OFFICIAL #cosduck #oliveyoung #colorgram #kbeauty ",https://www.tiktok.com/@beth81ann/video/7529256392926973198,2025-07-20,beth81ann,0,0,0,--,0,--,0,120,0.89%,0,0,0,1,3
#creatorsearchinsights #tiktokshop #cologramliptint #cologramfruityglasstint ,https://www.tiktok.com/@reineleogane/video/7529288817895886110,2025-07-20,reineleogane,0,0,0,--,0,--,0,46,2.33%,0,0,0,0,6
#creatorsearchinsights #tiktokshop #cologramliptint #cologramfruityglasstint ,https://www.tiktok.com/@reineleogane/video/7529289475038465310,2025-07-20,reineleogane,0,0,0,--,0,--,0,10,0.00%,0,0,0,2,1
#cosduck #colorgram #kbeauty colorgram.official,https://www.tiktok.com/@reineleogane/video/7529291155201199390,2025-07-20,reineleogane,0,0,0,--,0,--,0,241,1.61%,0,0,0,0,2
✨Cutest highlighter @COLORGRAM OFFICIAL milk bling highlighter 💗 #highlighter #colorgrampartner #colorgram #cosduck #colorgram #oliveyoung #kbeauty #cutemakeup,https://www.tiktok.com/@luvayesha3/video/7529292603582418231,2025-07-20,luvayesha3,0,0,0,--,0,--,0,785,7.21%,0,0,0,2,33
#cosduck #colorgram #oliveyoung #kbeauty #makeuphacks colorgram.official,https://www.tiktok.com/@reineleogane/video/7529297412997827871,2025-07-20,reineleogane,0,0,0,--,0,--,0,503,1.18%,0,0,0,0,2
#cosduck #colorgram #oliveyoung #kbeauty #juicylip colorgram.official,https://www.tiktok.com/@reineleogane/video/7529298170023660831,2025-07-20,reineleogane,0,0,0,--,0,--,0,191,1.47%,0,0,0,0,1
#ad @COLORGRAM OFFICIAL I love this highlighter! Is so cute and travel friendly!! #cosduck #colorgram #oliveyoung #kbeauty #cutemakeup,https://www.tiktok.com/@palinda333/video/7529316045430066487,2025-07-20,palinda333,0,0,0,--,0,--,0,329,5.34%,0,0,0,1,14
Colorgram fruity glass tint mini duo set ⋆.˚🦋༘⋆ they’re so tiny and cute 🥹 @COLORGRAM OFFICIAL @colorgram_official ##kbeauty #makeup #colorgram #colorgramfruityglasstint #tanghululips #gloss #glitter #tanghulu #koreanliptint #lipplumper #minimakeup #wonyoungism #fyp #dontletthisflop #kpopfyp #foryoupage #blowup #tiktokshop ,https://www.tiktok.com/@dear_diarlee/video/7529318090774023455,2025-07-20,dear_diarlee,0,0,0,--,0,--,0,753,5.43%,0,0,0,8,35
@COLORGRAM OFFICIAL Blurry Lip Combo 💋 • Soft Blur Effect for Smoother Lips & Cheeks • Lightweight & Comfortable Wear • Long-Lasting & Transfer-Resistant Formula • Vegan & Cruelty-Free • Perfect for Everyday Use #cosduck #oliveyoung #colorgram #kbeauty ,https://www.tiktok.com/@crownxe/video/7529348048552496439,2025-07-20,crownxe,0,0,0,--,0,--,0,7,0.00%,0,0,0,0,0
@COLORGRAM OFFICIAL Blurry Lip Combo  💋 Soft Blur Effect for Smoother Lips & Cheeks 💋 Lightweight & Comfortable Wear 💋 Long-Lasting & Transfer-Resistant Formula 💋 Perfect for Everyday Use #ad #cosduck #oliveyoung #colorgram #kbeauty ,https://www.tiktok.com/@crownxe/video/7529350265506385165,2025-07-20,crownxe,0,0,0,--,0,--,0,117,2.42%,0,0,0,2,5
adding another @COLORGRAM OFFICIAL  lippie to my collection hehe  product- colorgram fruity water tint in shade 04  watermelon  #cosduck #colorgram #oliveyoung #glossylips #kbeauty #unboxing #asmr #grwm #trending #viral #pretty #cooltone #warmtone #beauty #watertint ,https://www.tiktok.com/@_a2zbeauty/video/7529353157734894862,2025-07-20,_a2zbeauty,0,0,0,--,0,--,0,170,2.48%,0,0,0,2,6
Replying to @chelleypistolsx #colorgram #eyeshadow #travelsize @COLORGRAM OFFICIAL ,https://www.tiktok.com/@marzillia/video/7529562227511217463,2025-07-21,marzillia,0,0,0,--,0,--,0,223,1.70%,0,0,0,1,3
the prettiest stain!! colorgram fruity water tint in shade 04 sulking watermelon. @COLORGRAM OFFICIAL  #watertint #beauty #warmtone #cooltone #pretty #colorgram #oliveyoung #kbeauty #unboxing #cosduck #pink #lipstain #lipgloss #aesthetic ,https://www.tiktok.com/@_a2zbeauty/video/7529646591939005710,2025-07-21,_a2zbeauty,0,0,0,--,0,--,0,142,4.26%,0,0,0,3,6
The lip tint is so good @COLORGRAM OFFICIAL #cosduck #colorgram #oliveyoung #kbeauty #makeuphacks #ad ,https://www.tiktok.com/@upasana_shineandthrive/video/7529662414485261599,2025-07-21,upasana_shineandthrive,0,0,0,--,0,--,0,304,9.62%,0,0,0,3,10
Colorgram Fruity Glass Stick Lip Gloss #cosduck #colorgram #oliveyoung #kbeauty #affordablemakeup #ad #tiktokshop @COLORGRAM OFFICIAL ,https://www.tiktok.com/@kjordan2002/video/7529677335511993613,2025-07-21,kjordan2002,0,0,0,--,0,--,0,71,3.85%,0,0,0,2,3
@COLORGRAM OFFICIAL  #cosduck #colorgram #oliveyoung #glossylips #kbeauty #koreanskincare #korean #beautifulskin #beautifulmakeup #fyp ,https://www.tiktok.com/@groovygal1972/video/7529693397234306335,2025-07-21,groovygal1972,0,0,0,--,0,--,0,109,0.83%,0,0,0,0,1
@COLORGRAM OFFICIAL  #cosduck #oliveyoung #colorgram #kbeauty #beautifulmakeup #beautifulskin #korean #Superman #fyp #dealsforyoudays #tiktokshopsummersale ,https://www.tiktok.com/@groovygal1972/video/7529695762486283550,2025-07-21,groovygal1972,0,0,0,--,0,--,0,131,0.79%,0,0,0,0,1
@COLORGRAM OFFICIAL  #cosduck #colorgram #oliveyoung #lipjam #kbeauty #beautifulmakeup #softlips #Superman #summer #korean #koreanlipcare #koreanskincare #pigment #dealsforyoudays #tiktokshopsummersale ,https://www.tiktok.com/@groovygal1972/video/7529715395326954782,2025-07-21,groovygal1972,0,0,0,--,0,--,0,135,0.70%,0,0,0,0,4
#cosduck #colorgram #oliveyoung #kbeauty #cutemakeup #fyp #beautytok @COLORGRAM OFFICIAL ,https://www.tiktok.com/@kristy042015/video/7529754304371035422,2025-07-21,kristy042015,0,0,0,--,0,--,0,58,5.80%,0,0,0,8,3
,https://www.tiktok.com/@komalkariatanna/video/7529756219527990583,2025-07-21,komalkariatanna,0,0,0,--,0,--,0,140,1.96%,0,0,0,0,1
Lets do my Eyeshadow Using COLORGRAM all in one Eyeshadow @COLORGRAM OFFICIAL ✨️😍💖 #cosduck #oliveyoung #colorgram #kbeauty #colorgrammakeup #makeup #beauty #beautytok #momlife #mombeauty #momcontentcreator #mominfluencer #momblogger #fyp #fypシ #fypシ゚viral #viral #viralvideo #viraltiktok #blowthisup ,https://www.tiktok.com/@dominiquergallardo/video/7529925437015870751,2025-07-22,dominiquergallardo,0,0,0,--,0,--,0,134,0.68%,0,0,0,8,18
Let's review the @COLORGRAM OFFICIAL  COLORGRAM Juicy Drop Tint ✨️💖 💋  #cosduck #oliveyoung #colorgram #kbeauty #colorgramjuicydroptint #colorgramliptint #juicydroptint #liptint #lipproducts #makeup #makeuptok #beauty #beautytok #mombeauty #momlife #momtok #momcontent #momcontentcreator #mominfluencer #momblogger #mommusthaves #beautymusthaves #makeupreview #fyp #fypシ #fypシ゚viral #viral #viralvideo #blowthisup #CapCut ,https://www.tiktok.com/@dominiquergallardo/video/7529987296972639519,2025-07-22,dominiquergallardo,0,0,0,--,0,--,0,128,1.46%,0,0,0,9,27
I used the @COLORGRAM OFFICIAL aegyo sal pencil in shade 03!! #koreanproducts #colorgram #kbeauty #aegyosal #aegyosalmakeup ,https://www.tiktok.com/@palinda333/video/7529991013167828279,2025-07-22,palinda333,0,0,0,--,0,--,0,313,3.56%,0,0,0,2,14
#cosduck #colorgram #oliveyoung #kbeauty #blush #makeup #fyp  @COLORGRAM OFFICIAL  ,https://www.tiktok.com/@kristy042015/video/7529994686904143135,2025-07-22,kristy042015,0,0,0,--,0,--,0,59,2.99%,0,0,0,9,7
"Replying to @Deucie what I do for my skin to look glowy!! Skin prep, good makeup base and in the video you saw I’m using this highlighter!! Shade 01 :) @COLORGRAM OFFICIAL #glowyskin #glowymakeup #highlighters #kbeauty #kmakeup #colorgram ",https://www.tiktok.com/@palinda333/video/7530010320769682743,2025-07-22,palinda333,0,0,0,--,0,--,0,249,0.41%,0,0,0,0,2
#beauty #gloss ,https://www.tiktok.com/@therealanhammy3/video/7530011361548504350,2025-07-22,therealanhammy3,0,0,0,--,0,--,0,25,0.00%,0,0,0,2,4
#cosduck #oliveyoung #colorgram #kbeauty @colorgram.official,https://www.tiktok.com/@therealanhammy3/video/7530012235284958495,2025-07-22,therealanhammy3,0,0,0,--,0,--,0,22,4.35%,0,0,0,2,4
,https://www.tiktok.com/@zeevill3656/video/7530022571652238623,2025-07-22,zeevill3656,0,0,0,--,0,--,0,3,0.00%,0,0,0,0,0
,https://www.tiktok.com/@zeevill3656/video/7530022831598456094,2025-07-22,zeevill3656,0,0,0,--,0,--,0,4,0.00%,0,0,0,0,0
,https://www.tiktok.com/@zeevill3656/video/7530023256242261278,2025-07-22,zeevill3656,0,0,0,--,0,--,0,0,0.00%,0,0,0,0,0
#cosduck #colorgram #oliveyoung #kbeauty #watertint@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7530023853616041246,2025-07-22,zeevill3656,0,0,0,--,0,--,0,251,0.00%,0,0,0,0,0
#cosduck #colorgram #oliveyoung #kbeauty #watertint@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7530023976299482399,2025-07-22,zeevill3656,0,0,0,--,0,--,0,183,0.00%,0,0,0,0,0
#cosduck #colorgram #oliveyoung #kbeauty #watertint@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7530024043135667487,2025-07-22,zeevill3656,0,0,0,--,0,--,0,223,0.44%,0,0,0,0,1
#cosduck #colorgram #oliveyoung #lipjam #kbeauty@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7530024766334373150,2025-07-22,zeevill3656,0,0,0,--,0,--,0,252,0.37%,0,0,0,0,3
#cosduck #colorgram #oliveyoung #lipjam #kbeauty@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7530027443411815711,2025-07-22,zeevill3656,0,0,0,--,0,--,0,144,2.21%,0,0,0,0,2
#cosduck #colorgram #oliveyoung #kbeauty #overlinedlips@COLORGRAM OFFICIAL ,https://www.tiktok.com/@zeevill3656/video/7530030014574644510,2025-07-22,zeevill3656,0,0,0,--,0,--,0,40,0.00%,0,0,0,0,4
I am in love with these Fruity Glass Sticks from @COLORGRAM OFFICIAL They are so hydrating and make my lips plump and soft.  #cosduck #colorgram #oliveyoung #kbeauty #affordablemakeup #ad ,https://www.tiktok.com/@whitney_speaking/video/7530035869483355406,2025-07-22,whitney_speaking,0,0,0,--,0,--,0,0,0.00%,0,0,0,0,0
#cosduck #colorgram #oliveyoung #kbeauty #juicylipz91 colorgram.official,https://www.tiktok.com/@reineleogane/video/7530035951427407135,2025-07-22,reineleogane,0,0,0,--,0,--,0,167,2.87%,0,0,0,0,2
I am in love with these Fruity Glass Sticks from @COLORGRAM OFFICIAL They are so hydrating and make my lips plump and soft.  #cosduck #colorgram #oliveyoung #kbeauty #affordablemakeup #ad ,https://www.tiktok.com/@whitney_speaking/video/7530036189634645262,2025-07-22,whitney_speaking,0,0,0,--,0,--,0,68,0.00%,0,0,0,0,1
#cosduck #colorgram #kbeauty colorgram.official,https://www.tiktok.com/@reineleogane/video/7530037005078613279,2025-07-22,reineleogane,0,0,0,--,0,--,0,112,1.75%,0,0,0,0,1
#cosduck #colorgram #oliveyoung #kbeauty #makeuphacks colorgram.official,https://www.tiktok.com/@reineleogane/video/7530040806812421407,2025-07-22,reineleogane,0,0,0,--,0,--,0,61,9.68%,0,0,0,0,3
Such a pretty red shade 💖 get yours now ✨ @COLORGRAM OFFICIAL #cosduck #colorgram #oliveyoung #kbeauty #blush ,https://www.tiktok.com/@chrischellenicole07/video/7530049411930426637,2025-07-22,chrischellenicole07,0,0,0,--,0,--,0,272,1.04%,0,0,0,9,16
@COLORGRAM OFFICIAL Amazing quality on this beautiful eyeshadow.  #cosduck #colorgram #oliveyoung #kbeauty #girly #eyeshadow ,https://www.tiktok.com/@whitney_speaking/video/7530082961132096782,2025-07-22,whitney_speaking,0,0,0,--,0,--,0,9,0.00%,0,0,0,0,1
A must have for over lining your lips AND it even plumps them... 😍 Colorgram is doing it right! @COLORGRAM OFFICIAL  #cosduck #oliveyoung #colorgram #kbeauty #ad #juicylip #makeup #makeuptok #lippies #overlininglips #lips #lippencil #lipstick #lipgloss #lip #lipliner #cosmetics #beauty #koreanmakeup #lipcare #softlips #mattelipstick #mattelips #glossylips #tiktokshopbacktoschool #US #Fyp #plumplips #lipplumper ,https://www.tiktok.com/@hannahmarie_sahm/video/7530087055204814110,2025-07-22,hannahmarie_sahm,0,0,0,--,0,--,0,7,0.00%,0,0,0,0,0
